Description,Vague/Not
"Hi all, 

Due to these strange times, I have an unfurnished bedroom available September 1 in my 3 bedroom sunny apartment on the 2nd floor in a private home in the Astoria/Ditmars Blvd Area for $899 available. The apartment is about 8 blocks to the N/W train 10 minutes to Manhattan and steps to all -laundry, lounges, restaurants and grocery stores.

I'm a 30 year old female working in healthcare , into fitness and yoga with normal hours. My roomate is a 28 year old male in real estate. I am drama free, respectful, clean and tidy, don't bring the party home, friendly but keep to myself.

No smoking or pets. Heat and hot water included. 1st and one month security to move in. We split ConEd and internet.",1
"SHARE newly renovated and spacious 3 BR / 3 full bath apartment in central Harlem in a no smoking building. Available Sept 1. Recently gut renovated. Light maple wide plank hardwood floors, all new European kitchen, stainless steel appliances, quartz countertop, porcelain tile to the ceiling in the bathrooms. 3 full baths in the apartment so every room has its own bath, which makes it a very good share. The room is large enough for a queen sized bed and other furniture. High security lock system - get from the street into your apartment with 1 key. Pictured is a furnished and planted garden for tenant use with teak furniture and a lounger - this is very nice during the summer. Quiet, very clean, well-maintained building with security cameras, laundry in basement and live-in super. Number 2,3 train on 135th is 5 mins away and number 4,5,6 on 125th street is 8 mins away walking which makes it very convenient to get quickly to the east or the west side. Several supermarkets are nearby and Whole Foods is nearby. Showing evenings. All 3 rooms are available so the apartment is unfurnished and you would have significant amounts of say in who your roommates will be.",1
"578 Nepperhan Avenue, Yonkers, NY 10701 
Studio: 425
SQ FT : 156
Call 

Features of Our NEW Studios:

14-foot Ceilings
Massive Factory Style Windows
Gallery-Like Ambiance
Located in a Five-Story High Profile Building, Listed in the National Register of Historic Places
Variety of Options to Fit Your Style and Budget
Established Group of Highly Respected Artists, Southern Westchester’s Largest! 
Open Studio Events!! 
Inviting Environment and Communal Atmosphere with noted artists! 
Studios Starting at Just $330 Per Month, All Utilities Included
24/7 Access, Camera Security Systems, and Management On Site

Top SOHO style artist studios – at Westchester prices:
Fellow Artists! Are Bushwick, Dumbo or Williamsburg getting expensive? Are you searching for a better, more collaborative environment? If so, welcome to YOHO, Southern Westchester’s Largest Artist Community!

Better than Brooklyn: 
An established artist community is expanding and improving, with 30 new spaces just added! Encompassing the best features experienced in similar studios here at YoHo, Southern Westchester’s Largest Artist Community, these spaces have been carefully renovated while preserving their turn-of-the-century integrity and charm. If you have always wanted to be a part of an exclusive group of artists – with a price low enough that you can afford – this is your chance! Artists no longer have to pay exorbitant monthly rates to create alongside like-minded neighbors, when they can rent their workspace just outside of the city for rents starting as low as $300 a month (*if available).

A Prime location near New York City:
Located just 20 miles north of Manhattan and easily accessible via Route 9A or Interstate 87, 540 and 578 Nepperhan Avenue can serve as affordable alternative to the high rents found in Manhattan. Yonkers’ high percentage of public transit commuters currently ranks 8th in the country. Access to and from Manhattan can be obtained via the Hudson Line Metro North Railroad (the Glenwood and Greystone stations are just a couple miles away), express service operated by the MTA and Bee-Line bus systems (a bus stop is located in front of the YoHo building), as well as the New York Water Taxi. 

The Studios at YOHO:
The YoHo Artist Studios have been providing inspiration for a growing number of members since 2005 and have become Westchester’s Largest Artist Community! The group of creative people occupying space at YoHo find incredible comfort and practicality in their private studios. The benefit of having a designated area to concentrate on their work is exemplified by the quality of art they are producing there. Bright light emanates from the enormous windows, and the shared corridors come alive with the various colors and forms of resident artist displays. For members entering after daylight, sufficient illumination gleams onto white walls from modern fixtures strategically installed overhead.

For a viewing, please call Zuki Pjetrovic 
, or email us a reply. Thank you!
Studio space requires separate parking permit with Yonkers Parking Authority $40/month at time of lease signing",1
"ADDRESS - 115 NE 9th Street Pompano Beach 33060

PERFECT 1031 TO GET YOUR MONEY OUT OF NYC !

This 16-unit studio building is being fully renovated - new floors, new kitchens with granite counter-tops & backsplash, stainless steel appliances, freshly painted, new AC units, new lighting and much much more, plus all apts have assigned parking.

New electric electric panels through-out the building were recently installed - a $100,000 upgrade!

The building is in a great location - minutes to the beach, restaurants, grocery stores, I-95 and in the middle of Pompano City's growth and re-development. DON'T MISS THIS TURN-KEY 16-UNIT PROPERTY.

Pro-forma:
Rent Roll - $167,000
NOI = $124,500
CAP - 6%

BROKERS - We pay 2.5% commission.










POMPANO BEACH
BROWARD
OAKLAND PARK
NORTH MIAM
MIAMI
WEST PALM BEACH
BOCA RATON
DELRAY BEACH
MIAMI DADE",1
"Introducing: Todt Hill Luxury!

One of a Kind Magnificent 6,500 sq ft, 6 Bedrooms/5 Bathrooms European-Style Villa on Prestigious Todt Hill across from the RCCC. Entirely Renovated!

Beautiful entry foyer with 10 ft mahogany doors, Venetian plaster walls and heavy oak moldings. Step through the double glass doors into an enormous great room with custom built-in wet bar, formal dining room, and Spanish tile floors leading to a designer eat-in-kitchen with custom cabinets, Viking stove, double sinks, granite countertops, stainless steel appliance package, breakfast bar and cozy fireplace alcove.

Walk through sliding glass doors onto a terrace, overlooking a lovely landscaped resort style backyard that features a renovated 50ft Gunite in-ground pool with hot tub, diving board, and imported Italian tile adjacent to a raised brick patio with built-in barbecue and spectacular ocean views. Step up to a hot tub and outdoor bathroom and shower. There is also a gazebo, veranda, waterfall and a small pond.

Step back in and up a few steps to a comfortable den overlooking the kitchen and yard, another wood burning fireplace and a formal living room.

The next level features three bedrooms and one full bath. Climb another few steps and find two more bedrooms with tremendous balconies and another full bathroom.

A couple more steps and you arrive in an unrivaled master suite with panoramic ocean sunrises, fireplace, kitchenette/bar and two huge walk-in closets. From there, a few more steps to a tremendous lavish custom bath with Italian tile, enormous windows overlooking the Atlantic Ocean from your 6ft round Jacuzzi tub, double steam shower, double vanity with countertops and additional laundry room.

Lot size: 14,022 sq ft 
Lot Dim: 82 × 171
Sewer: Septic
Heat Src: Hot Water
Build SF: 6,500 sq ft 
Heating Units: 2
AC system: Central/3 Units

Preview Video link: https://www.youtube.com/watch?v=QLel-Pb6UkQ&feature=youtu.be

Call Awaye Realty to schedule a private showing",1
"Beautiful 1st. Floor apartment with 3 bedrooms 1 full bathroom, recently installed new kitchen cabinets, stainless steel appliances with granite countertop, oak wood floor newly done, oak wood doors recently painted with yellow brass Trimmings( hinges, doorknobs, doorstop), backyard, balcony deck included with the apartment rent, all utilities included in the rent.
Required W2 forms 2018,2019. Last 4 paystubs. NTN report will be run on all adults, $50.00 fees per adult for the report. Credit score should be over 700,
Employment verified,
Maximum 4 persons to occupy the apartment. Family oriented building.",1
"lovely 1 BR 1 bath home . easy approval. closets, quiet bedrooms and very sunny. 
Prime location 
 by appointment -CALL/TEXT FOR APPT PLEASE**
- PLEASE CALL/text FOR ADDRESS !
LAUNDRY, ELEVATOR
Call Dan to view 
 - very simple approval !!",1
"Great for parking, car rental , landscaping services, Iron work and many more , Apx. 2700 sqf. M1 zoning, very Close to JFK.",0
"attached garage
wheelchair accessible
This apartment is most likely the best 2 bedroom unit in the whole building. Flooded with sunlight and overflowing with class. A perfect quiet property .Fully equipped to move right in. Some of the features are floor to ceiling windows, steps from shopping and dining. Resident-only amenities include Super live in. It doesn't get any better at this price.


Great for students , families, roommates!

*OPEN HOUSE BY APPOINTMENT ONLY

* 2 bathrooms*

Call OR TEXT Dan's mobile to view 
 EMAIL is good too",0
"Sunny new 1 Bedroom-separate Kitchen* * all brand new *

Coney island hospital
This apartment is most likely the best unit in the whole building. Flooded with sunlight and overflowing with class. A perfect quiet property .Fully equipped to move right in. Some of the features are floor to ceiling windows, steps from shopping and dining. Resident-only amenities include Super live in. It doesn't get any better at this price.



*OPEN HOUSE BY APPOINTMENT ONLY


Call OR Text Dan's mobile to view",1
"600 sqf office/Storage space on 3rd Ave and 41st st. steps from Grand Central, train stations(#4,#5,#6,#7 and Shuttle), the Hudson and New Haven Metro North Lines, and the upcoming LIRR access. Doorman,24 hr access Bldg. Excellent opportunity for a private, affordable, and professional Storage/office, located in the Sub Concourse level. Step from the UN, and a few blocks from NYC's Most Prestigious Hospitals.
 Great for any business that needs Office/storage in Midtown Manhattan.",1
"Sunny new-separate Kitchen* * SPACIOUS *


This apartment is most likely the best unit in the whole building. Flooded with sunlight and overflowing with class. A perfect quiet property .Fully equipped to move right in. Some of the features are floor to ceiling windows, steps from shopping and dining. Resident-only amenities include Super live in. It doesn't get any better at this price.



*OPEN HOUSE BY APPOINTMENT ONLY


Call OR Text Dan's mobile to view",0
"Price: 1,020,000 
Location: Manhattan (Midtown East) 10028
Rooms: 2B/1.5BR
Square ft: 856

Romantic Scenery, Great Interior Design, and Perfect Location!
Get your FREE LIST at NewConstructionNYC.com",1
"Private Office Suites Available in a Platinum Energy Star Elevator Building with a Finished Rooftop Overlooking the City.
The suite features:
*Full access to a CONFERENCE ROOM, kitchen and bathrooms.
*ALL UTILITIES INCLUDED.
*24/7 access.
*Receptionist
*Surveillance system all throughout & Intercom System
*On site Indoor Parking available
*Centrally Located near Mass-Transportation, Easily Accessible to Major HWYS (clear visibility from LIE).

Ideal for Accountants, Attorneys, Insurance brokers, Real estate brokers, Mortgage brokers, Artists, Graphic Designers, Architects, Finance Advisers, Interior Designers, Car Leasing Agencies, Notary Public, Title Agencies, Graphic artists, Editors and Writers,Hair stylist, Nail Techs, Lash Techs, Artists, Multimedia Artist, Tattoo artist, Graphic Designers, Architects, Interior Designers, Graphic artists, Editors and Writers,and so much more!

Note: Space for commercial use only. Photos represent some of the spaces that are currently available. Let me know what size space you want or your budget and we can show you spaces that works for you. We may have other spaces that are not listed above (all based on availability).

Ask about our different layout options.

VIRTUAL OFFICES starting at $29 a month
CALL TODAY FOR MORE INFO",1
